Event Name,Date and Time,URL
Open REC: Swim,"Wednesday, November 13, 2024, 11/14/2024, 12:00 PM - 1:30 PM (ET)",https://calendar.buffalo.edu/event/open-rec-swim-1711/
Open REC: Swim,"Thursday, November 14, 2024, 11/14/2024, 12:00 PM - 1:30 PM (ET)",https://calendar.buffalo.edu/event/open-rec-swim-1406/
Physiology and Biophysics Seminar: Graduate Student Presentations,"Thursday, November 14, 2024, 11/14/2024, 12:00 PM - 1:00 PM (ET)",https://calendar.buffalo.edu/site/jsmbs/event/physiology-and-biophysics-seminar-graduate-student-presentations/
South Campus Walk,"Thursday, November 14, 2024, 11/14/2024, 12:00 PM - 12:30 PM (ET)",https://calendar.buffalo.edu/event/south-campus-walk-17/
Body Balance,"Thursday, November 14, 2024, 11/14/2024, 12:10 PM - 12:50 PM (ET)",https://calendar.buffalo.edu/event/body-balance-18/
Helix Bar Review Tabling,"Thursday, November 14, 2024, 11/14/2024, 12:30 PM - 2:30 PM (ET)",https://calendar.buffalo.edu/event/helix-bar-review-tabling-16/
OSA: Yoga with Ashley Abbott - CANCELLED,"Thursday, November 14, 2024, 11/14/2024, 2:00 PM - 2:30 PM (ET)",https://calendar.buffalo.edu/event/osa-yoga-with-ashley-abbott-10/
CSO: Plan Your Path - Clerkships,"Thursday, November 14, 2024, 11/14/2024, 2:15 PM - 3:15 PM (ET)",https://calendar.buffalo.edu/event/cso-plan-your-path-9/
Pilates,"Thursday, November 14, 2024, 11/14/2024, 2:15 PM - 3:00 PM (ET)",https://calendar.buffalo.edu/event/pilates-152/
OSA: Yoga with Ashley Abbott - CANCELLED,"Thursday, November 14, 2024, 11/14/2024, 2:30 PM - 3:00 PM (ET)",https://calendar.buffalo.edu/event/osa-yoga-with-ashley-abbott-23/
Department of Pharmaceutical Sciences Fall 2024 Seminar: Pharmacokinetic Modeling of Tenofovir Prodrugs and Their Active Anabolite During Pregnancy,"Thursday, November 14, 2024, 11/14/2024, 3:00 PM - 4:00 PM (ET)",https://calendar.buffalo.edu/event/department-of-pharmaceutical-sciences-fall-2024-seminar-pharmacokinetic-modeling-of-tenofovir-prodrugs-and-their-active-anabolite-during-pregnancy/
Rolling with Rejection,"Thursday, November 14, 2024, 11/14/2024, 3:30 PM - 5:00 PM (ET)",https://calendar.buffalo.edu/event/rolling-with-rejection-14/
Tough Topics: Climate Justice and Indigenous Rights,"Thursday, November 14, 2024, 11/14/2024, 3:30 PM - 4:30 PM (ET)",https://calendar.buffalo.edu/event/tough-topics-143/
3+3 Accelerated Degree Information Session,"Thursday, November 14, 2024, 11/14/2024, 4:00 PM - 5:00 PM (ET)",https://calendar.buffalo.edu/event/33-accelerated-degree-information-session/
Jorge Gracia Critical Race Theory/ Critical Race Philosophy Seminar- Surya Parekh of Binghamton University will present “Sitting with Wheatley”,"Thursday, November 14, 2024, 11/14/2024, 4:00 PM - 6:00 PM (ET)",https://calendar.buffalo.edu/event/jorge-gracia-critical-race-theory-critical-race-philosophy-seminar-1/
Yoga for Student Well-being: Thursdays with Tara,"Thursday, November 14, 2024, 11/14/2024, 4:00 PM - 5:15 PM (ET)",https://calendar.buffalo.edu/event/yoga-for-student-well-being-thursdays-with-tara-20/
Innovate & Caffeinate,"Thursday, November 14, 2024, 11/14/2024, 4:30 PM - 5:30 PM (ET)",https://calendar.buffalo.edu/event/innovate--caffeinate-22/
Open REC: Basketball,"Thursday, November 14, 2024, 11/14/2024, 5:00 PM - 7:00 PM (ET)",https://calendar.buffalo.edu/event/open-rec-basketball-887/
Open REC: Meditation,"Thursday, November 14, 2024, 11/14/2024, 5:00 PM - 9:00 PM (ET)",https://calendar.buffalo.edu/event/open-rec-meditation-246/
Open REC: Swim,"Thursday, November 14, 2024, 11/14/2024, 5:00 PM - 9:30 PM (ET)",https://calendar.buffalo.edu/event/open-rec-swim-1547/
Private Swim Lessons (for Adults),"Thursday, November 14, 2024, 11/14/2024, 5:00 PM - 5:30 PM (ET)",https://calendar.buffalo.edu/event/private-swim-lessons-for-adults-862/
Small Group Swim Lessons (Adult Beginner),"Thursday, November 14, 2024, 11/14/2024, 5:45 PM - 6:15 PM (ET)",https://calendar.buffalo.edu/event/small-group-swim-lessons-adult-beginner-94/
CEW Weekly Writing Group for Graduate Students,"Thursday, November 14, 2024, 11/14/2024, 6:00 PM - 9:00 PM (ET)",https://calendar.buffalo.edu/event/cew-weekly-writing-group-for-graduate-students-7/
Courageous Conversations: Providing Community Care and Mutual Aid,"Thursday, November 14, 2024, 11/14/2024, 6:00 PM - 7:30 PM (ET)",https://calendar.buffalo.edu/event/courageous-conversations-voting-is-social-work-2/
Lois Gibbs's Lecture - 2024 Fall Public Programs,"Thursday, November 14, 2024, 11/14/2024, 6:00 PM - 7:30 PM (ET)",https://calendar.buffalo.edu/event/lois-gibbss-lecture---2024-fall-public-programs-1/
Private Swim Lessons (for Adults),"Thursday, November 14, 2024, 11/14/2024, 6:30 PM - 7:00 PM (ET)",https://calendar.buffalo.edu/event/private-swim-lessons-for-adults-868/
11/14 7:00 PM University at Buffalo Men's Basketball vs Bryant,"Thursday, November 14, 2024, 11/14/2024, 7:00 PM (ET)",https://calendar.buffalo.edu/event/1114-700-pm-university-at-buffalo-mens-basketball-vs-bryant/
NAHM Movie Night: Home from School: The Children of Carlisle,"Thursday, November 14, 2024, 11/14/2024, 7:00 PM - 9:00 PM (ET)",https://calendar.buffalo.edu/event/nahm-movie-night-home-from-school-the-children-of-carlisle/
UB Distinguished Speakers Series: Nadia Murad,"Thursday, November 14, 2024, 11/14/2024, 7:00 PM (ET)",https://calendar.buffalo.edu/event/ub-distinguished-speakers-series-nadia-murad/
Private Swim Lessons (for Adults),"Thursday, November 14, 2024, 11/14/2024, 7:15 PM - 7:45 PM (ET)",https://calendar.buffalo.edu/event/private-swim-lessons-for-adults-874/
"Slee Beethoven String Quartet Cycle, Concert I: Dali Quartet","Thursday, November 14, 2024, 11/14/2024, 7:30 PM (ET)",https://calendar.buffalo.edu/event/slee-beethoven-string-quartet-cycle-concert-i-dali-quartet/
11/15 University at Buffalo Cross Country at NCAA Northeast Championships,"Thursday, November 14, 2024, 11/15/2024, 12:00 AM (ET)",https://calendar.buffalo.edu/event/1115-university-at-buffalo-cross-country-at-ncaa-northeast-championships/
Oral Communication Lab (every friday),"Thursday, November 14, 2024, 11/15/2024, 12:00 AM - 4:00 PM (ET)",https://calendar.buffalo.edu/event/oral-communication-lab-every-friday-5/
Open REC: Basketball,"Thursday, November 14, 2024, 11/15/2024, 6:00 AM - 8:00 AM (ET)",https://calendar.buffalo.edu/event/open-rec-basketball-992/
Open REC: Fitness Center,"Thursday, November 14, 2024, 11/15/2024, 6:00 AM - 9:45 PM (ET)",https://calendar.buffalo.edu/event/open-rec-fitness-center-871/
Open REC: Indoor Jogging Track,"Thursday, November 14, 2024, 11/15/2024, 6:00 AM - 9:45 PM (ET)",https://calendar.buffalo.edu/event/open-rec-indoor-jogging-track-392/
Open REC: Racquetball,"Thursday, November 14, 2024, 11/15/2024, 6:00 AM - 9:45 PM (ET)",https://calendar.buffalo.edu/event/open-rec-racquetball-412/
Open REC: Swim,"Thursday, November 14, 2024, 11/15/2024, 7:00 AM - 8:30 AM (ET)",https://calendar.buffalo.edu/event/open-rec-swim-1548/
"Psychiatry Grand Rounds : ""Spirituality in Psychiatry/Psychology""","Thursday, November 14, 2024, 11/15/2024, 8:00 AM - 9:30 AM (ET)",https://calendar.buffalo.edu/site/jsmbs/event/psychiatry-grand-rounds--2/
Open REC: Badminton,"Thursday, November 14, 2024, 11/15/2024, 8:00 AM - 7:00 PM (ET)",https://calendar.buffalo.edu/event/open-rec-badminton-320/
Open REC: Basketball,"Thursday, November 14, 2024, 11/15/2024, 8:00 AM - 9:45 PM (ET)",https://calendar.buffalo.edu/event/open-rec-basketball-1076/
Open REC: Fitness Center,"Friday, November 15, 2024, 11/15/2024, 8:00 AM - 9:45 PM (ET)",https://calendar.buffalo.edu/event/open-rec-fitness-center-977/
Open REC: Racquetball/Squash,"Friday, November 15, 2024, 11/15/2024, 8:00 AM - 9:45 PM (ET)",https://calendar.buffalo.edu/event/open-rec-racquetballsquash-320/
Open REC: Walleyball,"Friday, November 15, 2024, 11/15/2024, 9:00 AM - 10:00 PM (ET)",https://calendar.buffalo.edu/event/open-rec-walleyball-8/
Graduate Medical Education: THRUWAY PEDIATRIC HEMATOLOGY/ONCOLOGY COLLABORATION MEETING,"Friday, November 15, 2024, 11/15/2024, 10:00 AM - 4:00 PM (ET)",https://calendar.buffalo.edu/site/jsmbs/event/graduate-medical-education-thruway-pediatric-hematologyoncology-collaboration-meeting/
Indigenous Writes!,"Friday, November 15, 2024, 11/15/2024, 10:00 AM - 12:00 PM (ET)",https://calendar.buffalo.edu/event/indigenous-writes-8/
Open REC: Meditation,"Friday, November 15, 2024, 11/15/2024, 10:00 AM - 11:00 AM (ET)",https://calendar.buffalo.edu/event/open-rec-meditation-247/
After Positivism: An Interdisciplinary Panel Discussion About Comparison,"Friday, November 15, 2024, 11/15/2024, 12:00 PM - 2:00 PM (ET)",https://calendar.buffalo.edu/event/after-positivism-new-approaches-to-comparison-in-historical-sociology/
Department of Anthropology Open House,"Friday, November 15, 2024, 11/15/2024, 12:00 PM - 4:00 PM (ET)",https://calendar.buffalo.edu/event/department-of-anthropology-open-house-1/
"Fall 2024 EEH Seminar Series - ""Climate Change, Pregnancy and Childhood Outcomes: Inferential Challenges"" by Dr. Stefania Papatheodorou, MD, PhD, MSc","Friday, November 15, 2024, 11/15/2024, 12:00 PM - 1:00 PM (ET)",https://calendar.buffalo.edu/event/fall-2024-eeh-seminar-series---climate-change-pregnancy-and-childhood-outcomes-inferential-challenges-by-dr-stefania-papatheodorou-md-phd-msc/
Open REC: Swim,"Friday, November 15, 2024, 11/15/2024, 12:00 PM - 1:30 PM (ET)",https://calendar.buffalo.edu/event/open-rec-swim-1712/
Open REC: Swim,"Friday, November 15, 2024, 11/15/2024, 12:00 PM - 1:30 PM (ET)",https://calendar.buffalo.edu/event/open-rec-swim-1407/
Spinning,"Friday, November 15, 2024, 11/15/2024, 12:00 PM - 12:45 PM (ET)",https://calendar.buffalo.edu/event/spinning-137/
Yoga,"Friday, November 15, 2024, 11/15/2024, 12:00 PM - 12:45 PM (ET)",https://calendar.buffalo.edu/event/yoga-243/
"A Difficult Homecoming: Shell-Shocked British Army Veterans in Ireland, 1918-39","Friday, November 15, 2024, 11/15/2024, 12:15 PM - 1:30 PM (ET)",https://calendar.buffalo.edu/event/a-difficult-homecoming-shell-shocked-british-army-veterans-in-ireland-1918-39/
Oral Communication Lab,"Friday, November 15, 2024, 11/15/2024, 1:00 PM - 5:00 PM (ET)",https://calendar.buffalo.edu/event/oral-communication-lab-9/
Anthropology Graduate Programs' Meet and Greet,"Friday, November 15, 2024, 11/15/2024, 3:00 PM - 5:00 PM (ET)",https://calendar.buffalo.edu/event/anthropology-graduate-programs-meet-and-greet/
"Jorge Gracia Critical Race Theory/ Critical Race Philosophy Seminar- Surya Parekh of Binghamton University will present- “Swimming in the Mainstream: Black Studies at the turn of the 20th Century and the Learning of Languages""","Friday, November 15, 2024, 11/15/2024, 3:00 PM - 4:00 PM (ET)",https://calendar.buffalo.edu/event/jorge-gracia-critical-race-theory-critical-race-philosophy-seminar-2/
Bulls Team Shop,"Friday, November 15, 2024, 11/15/2024, 4:00 PM - 8:00 PM (ET)",https://calendar.buffalo.edu/event/bulls-team-shop-862/
Open REC: Meditation,"Friday, November 15, 2024, 11/15/2024, 4:00 PM - 6:00 PM (ET)",https://calendar.buffalo.edu/event/open-rec-meditation-248/
Open REC: Swim,"Friday, November 15, 2024, 11/15/2024, 5:00 PM - 8:30 PM (ET)",https://calendar.buffalo.edu/event/open-rec-swim-1549/
Open REC: Unplug & Play,"Friday, November 15, 2024, 11/15/2024, 5:00 PM - 8:00 PM (ET)",https://calendar.buffalo.edu/event/open-rec-unplug--play-25/
11/15 6:00 PM University at Buffalo Women's Volleyball vs Eastern Michigan - Fan Appreciation / GameChangeHER,"Friday, November 15, 2024, 11/15/2024, 6:00 PM (ET)",https://calendar.buffalo.edu/event/1115-university-at-buffalo-womens-volleyball-vs-eastern-michigan/
Baird Point Social Justice Film Festival,"Friday, November 15, 2024, 11/15/2024, 6:00 PM - 9:00 PM (ET)",https://calendar.buffalo.edu/event/baird-point-social-justice-film-festival/
Open REC: Swim,"Friday, November 15, 2024, 11/15/2024, 6:00 PM - 8:00 PM (ET)",https://calendar.buffalo.edu/event/open-rec-swim-1637/
Emerging Choreographers Showcase,"Friday, November 15, 2024, 11/15/2024, 7:30 PM - 10:00 PM (ET)",https://calendar.buffalo.edu/event/emerging-choreographers-showcase-8/
"Slee Beethoven String Quartet Cycle, Concert II: Dali Quartet","Friday, November 15, 2024, 11/15/2024, 7:30 PM (ET)",https://calendar.buffalo.edu/event/slee-beethoven-string-quartet-cycle-concert-ii-dali-quartet/
Representation in Mediation Competition,"Friday, November 15, 2024, 11/16/2024, 8:30 AM - 4:00 PM (ET)",https://calendar.buffalo.edu/event/representation-in-mediation-competition-4/
Bulls Team Shop,"Friday, November 15, 2024, 11/16/2024, 11:00 AM - 4:30 PM (ET)",https://calendar.buffalo.edu/event/bulls-team-shop-879/
Master Class: Dali Quartet,"Friday, November 15, 2024, 11/16/2024, 11:00 AM (ET)",https://calendar.buffalo.edu/event/master-class-dali-quartet/
Open REC: Fitness Center,"Friday, November 15, 2024, 11/16/2024, 11:00 AM - 4:45 PM (ET)",https://calendar.buffalo.edu/event/open-rec-fitness-center-910/
Open REC: Indoor Jogging Track,"Friday, November 15, 2024, 11/16/2024, 11:00 AM - 4:45 PM (ET)",https://calendar.buffalo.edu/event/open-rec-indoor-jogging-track-420/
Open REC: Meditation,"Friday, November 15, 2024, 11/16/2024, 11:00 AM - 1:00 PM (ET)",https://calendar.buffalo.edu/event/open-rec-meditation-249/
Open REC: Racquetball,"Friday, November 15, 2024, 11/16/2024, 11:00 AM - 4:45 PM (ET)",https://calendar.buffalo.edu/event/open-rec-racquetball-451/
Open REC: Swim,"Friday, November 15, 2024, 11/16/2024, 12:00 PM - 4:30 PM (ET)",https://calendar.buffalo.edu/event/open-rec-swim-1408/
Emerging Choreographers Showcase,"Friday, November 15, 2024, 11/16/2024, 2:00 PM - 4:30 PM (ET)",https://calendar.buffalo.edu/event/emerging-choreographers-showcase-9/
Open REC: Basketball,"Friday, November 15, 2024, 11/16/2024, 2:00 PM - 4:30 PM (ET)",https://calendar.buffalo.edu/event/open-rec-basketball-993/
Open REC: Volleyball,"Friday, November 15, 2024, 11/16/2024, 2:00 PM - 4:30 PM (ET)",https://calendar.buffalo.edu/event/open-rec-volleyball-47/
11/16 4:00 PM University at Buffalo Women's Volleyball vs Eastern Michigan - Senior Day,"Friday, November 15, 2024, 11/16/2024, 4:00 PM (ET)",https://calendar.buffalo.edu/event/1116-university-at-buffalo-womens-volleyball-vs-eastern-michigan/
Emerging Choreographers Showcase,"Friday, November 15, 2024, 11/16/2024, 7:30 PM - 10:00 PM (ET)",https://calendar.buffalo.edu/event/emerging-choreographers-showcase-10/
"Slee Beethoven String Quartet Cycle, Concert III: Dali Quartet","Friday, November 15, 2024, 11/16/2024, 7:30 PM (ET)",https://calendar.buffalo.edu/event/slee-beethoven-string-quartet-cycle-concert-iii-dali-quartet/
11/17 10:00 AM University at Buffalo Wrestling vs Purdue,"Sunday, November 17, 2024, 11/17/2024, 10:00 AM (ET)",https://calendar.buffalo.edu/event/1117-1000-am-university-at-buffalo-wrestling-vs-purdue/
Open REC: Fitness Center,"Sunday, November 17, 2024, 11/17/2024, 11:00 AM - 4:45 PM (ET)",https://calendar.buffalo.edu/event/open-rec-fitness-center-911/
Open REC: Indoor Jogging Track,"Sunday, November 17, 2024, 11/17/2024, 11:00 AM - 4:45 PM (ET)",https://calendar.buffalo.edu/event/open-rec-indoor-jogging-track-421/
Open REC: Meditation,"Sunday, November 17, 2024, 11/17/2024, 11:00 AM - 1:00 PM (ET)",https://calendar.buffalo.edu/event/open-rec-meditation-250/
Open REC: Racquetball,"Sunday, November 17, 2024, 11/17/2024, 11:00 AM - 4:45 PM (ET)",https://calendar.buffalo.edu/event/open-rec-racquetball-452/
Open REC: Swim,"Sunday, November 17, 2024, 11/17/2024, 12:00 PM - 4:30 PM (ET)",https://calendar.buffalo.edu/event/open-rec-swim-1409/
Private Swim Lessons (for Adults),"Sunday, November 17, 2024, 11/17/2024, 12:00 PM - 12:30 PM (ET)",https://calendar.buffalo.edu/event/private-swim-lessons-for-adults-880/
Small Group Swim Lessons (Adult Beginner),"Sunday, November 17, 2024, 11/17/2024, 12:45 PM - 1:15 PM (ET)",https://calendar.buffalo.edu/event/small-group-swim-lessons-adult-beginner-100/
A SEAT AT THE TABLE: A WRITING GROUP FOR GRADUATE STUDENTS OF COLOR,"Sunday, November 17, 2024, 11/17/2024, 1:30 PM - 4:30 PM (ET)",https://calendar.buffalo.edu/event/a-seat-at-the-table-a-writing-group-for-graduate-students-of-color-23/
Private Swim Lessons (for Adults),"Sunday, November 17, 2024, 11/17/2024, 1:30 PM - 2:00 PM (ET)",https://calendar.buffalo.edu/event/private-swim-lessons-for-adults-886/
11/17 2:00 PM University at Buffalo Wrestling vs Army,"Sunday, November 17, 2024, 11/17/2024, 2:00 PM (ET)",https://calendar.buffalo.edu/event/1117-200-pm-university-at-buffalo-wrestling-vs-army/
Emerging Choreographers Showcase,"Sunday, November 17, 2024, 11/17/2024, 2:00 PM - 4:30 PM (ET)",https://calendar.buffalo.edu/event/emerging-choreographers-showcase-11/
Open REC: Basketball,"Sunday, November 17, 2024, 11/17/2024, 2:00 PM - 4:30 PM (ET)",https://calendar.buffalo.edu/event/open-rec-basketball-994/
Open REC: Volleyball,"Sunday, November 17, 2024, 11/17/2024, 2:00 PM - 4:30 PM (ET)",https://calendar.buffalo.edu/event/open-rec-volleyball-48/
Private Swim Lessons (for Adults),"Sunday, November 17, 2024, 11/17/2024, 2:15 PM - 2:45 PM (ET)",https://calendar.buffalo.edu/event/private-swim-lessons-for-adults-892/
Last Day to Resign Fall 7 Week 2 Classes,"Sunday, November 17, 2024, 11/18/2024, All Day (ET)",https://calendar.buffalo.edu/event/last-day-to-resign-fall-7-week-2-classes-3/
Student Accounts: Final Fall Bill sent to @buffalo.edu email,"Sunday, November 17, 2024, 11/18/2024, All Day (ET)",https://calendar.buffalo.edu/event/student-accounts-final-fall-bill-sent-to-buffaloedu-email-4/
Open REC: Basketball,"Sunday, November 17, 2024, 11/18/2024, 6:00 AM - 8:00 AM (ET)",https://calendar.buffalo.edu/event/open-rec-basketball-995/
Open REC: Fitness Center,"Sunday, November 17, 2024, 11/18/2024, 6:00 AM - 10:45 PM (ET)",https://calendar.buffalo.edu/event/open-rec-fitness-center-872/
Open REC: Indoor Jogging Track,"Sunday, November 17, 2024, 11/18/2024, 6:00 AM - 10:45 PM (ET)",https://calendar.buffalo.edu/event/open-rec-indoor-jogging-track-393/
Open REC: Racquetball,"Monday, November 18, 2024, 11/18/2024, 6:00 AM - 10:45 PM (ET)",https://calendar.buffalo.edu/event/open-rec-racquetball-413/
Open REC: Swim,"Monday, November 18, 2024, 11/18/2024, 7:00 AM - 8:30 AM (ET)",https://calendar.buffalo.edu/event/open-rec-swim-1550/
Open REC: Badminton,"Monday, November 18, 2024, 11/18/2024, 8:00 AM - 7:00 PM (ET)",https://calendar.buffalo.edu/event/open-rec-badminton-321/
Open REC: Basketball,"Monday, November 18, 2024, 11/18/2024, 8:00 AM - 5:00 PM (ET)",https://calendar.buffalo.edu/event/open-rec-basketball-1077/
Open REC: Fitness Center,"Monday, November 18, 2024, 11/18/2024, 8:00 AM - 9:45 PM (ET)",https://calendar.buffalo.edu/event/open-rec-fitness-center-978/
Open REC: Racquetball/Squash,"Monday, November 18, 2024, 11/18/2024, 8:00 AM - 9:45 PM (ET)",https://calendar.buffalo.edu/event/open-rec-racquetballsquash-321/
Helix Bar Review Tabling,"Monday, November 18, 2024, 11/18/2024, 8:30 AM - 10:00 AM (ET)",https://calendar.buffalo.edu/event/helix-bar-review-tabling-7/
"OSA: Wellness Week: Coffee, Tea, and Hot Chocolate & Warm and Fuzzy Board","Monday, November 18, 2024, 11/18/2024, 9:00 AM - 5:00 PM (ET)",https://calendar.buffalo.edu/event/osa-wellness-week-coffee-tea-and-hot-chocolate--warm-and-fuzzy-board/
CSO: Sip and Share - NEW LOCATION,"Monday, November 18, 2024, 11/18/2024, 10:30 AM - 11:30 AM (ET)",https://calendar.buffalo.edu/event/cso-sip-and-share-10/
Asserting Haudenosaunee Sovereignty through Art and Creativity,"Monday, November 18, 2024, 11/18/2024, 11:00 AM - 12:30 PM (ET)",https://calendar.buffalo.edu/event/asserting-haudenosaunee-sovereignty-through-art-and-creativity/
OSA: Wellness Week: Ther-a-pups and Animals with Paws for Love/SPCA,"Monday, November 18, 2024, 11/18/2024, 11:00 AM - 1:00 PM (ET)",https://calendar.buffalo.edu/event/osa-wellness-week-ther-a-pups-and-animals-with-paws-for-lovespca/
Open REC: Swim,"Monday, November 18, 2024, 11/18/2024, 12:00 PM - 1:30 PM (ET)",https://calendar.buffalo.edu/event/open-rec-swim-1410/
Open REC: Swim,"Monday, November 18, 2024, 11/18/2024, 12:00 PM - 1:30 PM (ET)",https://calendar.buffalo.edu/event/open-rec-swim-1713/
Body Bar Blast,"Monday, November 18, 2024, 11/18/2024, 12:10 PM - 12:50 PM (ET)",https://calendar.buffalo.edu/event/body-bar-blast-49/
LexisNexis: Monday Meditations,"Monday, November 18, 2024, 11/18/2024, 3:00 PM - 3:30 PM (ET)",https://calendar.buffalo.edu/event/lexisnexis-monday-meditations-9/
"Neuroscience Seminar Series: What’s Special About Psychedelic-Evoked Neural Plasticity? Alex Kwan,","Monday, November 18, 2024, 11/18/2024, 3:00 PM - 4:00 PM (ET)",https://calendar.buffalo.edu/site/jsmbs/event/neuroscience-seminar-series-alex-kwan-phd-cornell-university/
Bauer Power Hour,"Monday, November 18, 2024, 11/18/2024, 4:00 PM - 5:00 PM (ET)",https://calendar.buffalo.edu/event/bauer-power-hour-2/
PCORI Workshop Series: Ideas for Advancing PCORI Funding at UB and Across SUNY,"Monday, November 18, 2024, 11/18/2024, 4:00 PM - 5:30 PM (ET)",https://calendar.buffalo.edu/site/jsmbs/event/pcori-workshop-series-ideas-for-advancing-pcori-funding-at-ub-and-across-suny/
Open REC: Basketball,"Monday, November 18, 2024, 11/18/2024, 5:00 PM - 7:00 PM (ET)",https://calendar.buffalo.edu/event/open-rec-basketball-888/
Open REC: Meditation,"Monday, November 18, 2024, 11/18/2024, 5:00 PM - 9:00 PM (ET)",https://calendar.buffalo.edu/event/open-rec-meditation-167/
Open REC: Swim,"Monday, November 18, 2024, 11/18/2024, 5:00 PM - 9:30 PM (ET)",https://calendar.buffalo.edu/event/open-rec-swim-1551/
Spin Boot Camp,"Monday, November 18, 2024, 11/18/2024, 5:00 PM - 5:45 PM (ET)",https://calendar.buffalo.edu/event/spinning-120/
Yoga for Student Well-being: Mondays with Tara,"Monday, November 18, 2024, 11/18/2024, 5:15 PM - 6:30 PM (ET)",https://calendar.buffalo.edu/event/yoga-for-student-well-being-mondays-with-tara-19/
11/18 6:00 PM University at Buffalo Women's Basketball vs Cedarville University,"Monday, November 18, 2024, 11/18/2024, 6:00 PM (ET)",https://calendar.buffalo.edu/event/1118-600-pm-university-at-buffalo-womens-basketball-vs-cedarville-university/
Open REC: Swim,"Monday, November 18, 2024, 11/18/2024, 6:00 PM - 8:00 PM (ET)",https://calendar.buffalo.edu/event/open-rec-swim-1638/
ARC Lifeguard Instructor Course (LGI1),"Monday, November 18, 2024, 11/18/2024, 6:30 PM - 9:30 PM (ET)",https://calendar.buffalo.edu/event/arc-lifeguard-instructor-course-lgi1-19/
Visiting Artist Speaker Series: Mona Filip,"Monday, November 18, 2024, 11/18/2024, 6:30 PM - 8:00 PM (ET)",https://calendar.buffalo.edu/event/visiting-artist-speaker-series-mona-filip/
Open REC: Basketball,"Monday, November 18, 2024, 11/19/2024, 6:00 AM - 8:00 AM (ET)",https://calendar.buffalo.edu/event/open-rec-basketball-996/
Open REC: Fitness Center,"Monday, November 18, 2024, 11/19/2024, 6:00 AM - 10:45 PM (ET)",https://calendar.buffalo.edu/event/open-rec-fitness-center-873/
Open REC: Indoor Jogging Track,"Monday, November 18, 2024, 11/19/2024, 6:00 AM - 10:45 PM (ET)",https://calendar.buffalo.edu/event/open-rec-indoor-jogging-track-394/
Open REC: Racquetball,"Monday, November 18, 2024, 11/19/2024, 6:00 AM - 10:45 PM (ET)",https://calendar.buffalo.edu/event/open-rec-racquetball-414/
Open REC: Swim,"Monday, November 18, 2024, 11/19/2024, 7:00 AM - 8:30 AM (ET)",https://calendar.buffalo.edu/event/open-rec-swim-1552/
Open REC: Badminton,"Monday, November 18, 2024, 11/19/2024, 8:00 AM - 9:45 PM (ET)",https://calendar.buffalo.edu/event/open-rec-badminton-322/
Open REC: Basketball,"Monday, November 18, 2024, 11/19/2024, 8:00 AM - 9:45 PM (ET)",https://calendar.buffalo.edu/event/open-rec-basketball-1078/
Open REC: Fitness Center,"Monday, November 18, 2024, 11/19/2024, 8:00 AM - 9:45 PM (ET)",https://calendar.buffalo.edu/event/open-rec-fitness-center-979/
Open REC: Racquetball/Squash,"Monday, November 18, 2024, 11/19/2024, 8:00 AM - 9:45 PM (ET)",https://calendar.buffalo.edu/event/open-rec-racquetballsquash-322/
Leverage Your DISC Style,"Monday, November 18, 2024, 11/19/2024, 9:00 AM - 12:00 PM (ET)",https://calendar.buffalo.edu/event/leverage-your-disc-style-30/
"OSA: Wellness Week: Coffee, Tea, and Hot Chocolate & Warm and Fuzzy Board","Monday, November 18, 2024, 11/19/2024, 9:00 AM - 5:00 PM (ET)",https://calendar.buffalo.edu/event/osa-wellness-week-coffee-tea-and-hot-chocolate--warm-and-fuzzy-board-1/
Circuit Functional Training,"Monday, November 18, 2024, 11/19/2024, 10:00 AM - 10:45 AM (ET)",https://calendar.buffalo.edu/event/circuit-functional-training-23/
"Faith, Trust, and Pixie Dust-Mythical Characters Pictionary","Monday, November 18, 2024, 11/19/2024, 10:00 AM - 10:15 AM (ET)",https://calendar.buffalo.edu/event/faith-trust-and-pixie-dust-mythical-characters-pictionary/
OSA: Wellness Week: Ther-a-pups and Animals with Paws for Love/SPCA,"Tuesday, November 19, 2024, 11/19/2024, 11:00 AM - 1:00 PM (ET)",https://calendar.buffalo.edu/event/osa-wellness-week-ther-a-pups-and-animals-with-paws-for-lovespca-1/
High Heat and Human Health: Unraveling the Impacts of High Heat Exposure on Our Health and Well-Being,"Tuesday, November 19, 2024, 11/19/2024, 12:00 PM - 1:00 PM (ET)",https://calendar.buffalo.edu/event/high-heat-and-human-health-unraveling-the-impacts-of-high-heat-exposure-on-our-health-and-well-being/
Open REC: Swim,"Tuesday, November 19, 2024, 11/19/2024, 12:00 PM - 1:30 PM (ET)",https://calendar.buffalo.edu/event/open-rec-swim-1714/
Open REC: Swim,"Tuesday, November 19, 2024, 11/19/2024, 12:00 PM - 1:30 PM (ET)",https://calendar.buffalo.edu/event/open-rec-swim-1411/
Parenting Support Group,"Tuesday, November 19, 2024, 11/19/2024, 12:00 PM - 1:00 PM (ET)",https://calendar.buffalo.edu/event/parenting-support-group-45/
Strength and Stability,"Tuesday, November 19, 2024, 11/19/2024, 12:10 PM - 12:50 PM (ET)",https://calendar.buffalo.edu/event/strength-and-stability-21/
Yoga Stretch,"Tuesday, November 19, 2024, 11/19/2024, 12:10 PM - 12:50 PM (ET)",https://calendar.buffalo.edu/event/yoga-stretch-18/
